Departure,Return,Account,Bike,Departure station,Return station,Membership type,Covered distance (m),Duration (sec.),Departure battery voltage (mV),Return battery voltage (mV),Departure temperature (°C),Return temperature (°C),Stopover duration (sec.),Number of stopovers
2018-02-01 7:00,2018-02-01 7:00,ID00043,1181,0005 Dunsmuir & Beatty,0027 Beatty & Nelson,365 Day Founding Standard,714,260,3969,4092,6,7,0,0
2018-02-01 7:00,2018-02-01 7:00,ID00044,447,0009 Spyglass & Seawall,0011 Ontario & Seawall,365 Standard,849,228,3760,3987,6,7,0,0
2018-02-01 7:00,2018-02-01 7:00,ID00045,424,0087 Broughton & Burnaby,0052 Cambie & Water,365 Standard,3459,1070,3795,3958,7,7,0,0
2018-02-01 7:00,2018-02-01 7:00,ID00020,119,0167 Cordova & Columbia,0078 Nelson & Mainland,Archived Monthly Plus,1968,448,3948,4087,7,9,0,0
2018-02-01 7:00,2018-02-01 7:00,ID00047,1206,0015 Granville & Georgia,0026 Beatty & Robson,365 Corporate Standard,784,150,3879,4009,6,7,0,0
2018-02-01 7:00,2018-02-01 7:00,ID00026,180,0039 Helmcken & Burrard,0088 Harwood & Bute,365 Standard,1008,240,3795,3892,6,8,0,0
2018-02-01 7:00,2018-02-01 7:00,ID00049,449,0196 Drake & Hornby,0099 Vancouver Art Gallery - North Plaza,365 Plus,992,344,3671,3776,6,8,0,0
2018-02-01 7:00,2018-02-01 8:00,ID00050,1307,0174 1st & Ontario,0081 7th & Heather,Archived Monthly Standard,1394,432,3478,3602,6,8,0,0
2018-02-01 7:00,2018-02-01 8:00,ID00051,530,0036 Bute & Robson,0171 5th & Yukon,Archived Monthly Standard,2940,802,3908,4103,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00052,28,0196 Drake & Hornby,0025 Homer & Robson,Archived Monthly Standard,1423,403,3734,3845,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00053,1130,0196 Drake & Hornby,0024 Hornby & Pender,365 Standard,1431,433,3810,3935,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00054,180,0088 Harwood & Bute,0002 Burrard Station,365 Day Founding Plus,1715,415,3764,3911,6,8,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00055,1079,0109 7th & Arbutus,0113 Arbutus & 16th,365 Day Founding Standard,1298,453,3806,3958,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00056,810,0166 Alder & 11th,0001 10th & Cambie,365 Corporate Plus,2162,840,3734,3926,6,5,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00057,1126,0040 Cardero & Davie,0024 Hornby & Pender,Archived Monthly Standard,2054,604,3644,3781,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00058,1092,0053 Keefer & Abbott,0053 Keefer & Abbott,365 Plus,0,16,4019,4084,6,5,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00059,76,0187 Bute & Davie,0187 Bute & Davie,365 Standard,0,46,3779,3842,7,5,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00060,357,0196 Drake & Hornby,0024 Hornby & Pender,Archived Monthly Plus,1435,535,3711,3835,6,8,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00019,658,0112 10th & Oak,0068 Cypress & Broadway,365 Day Founding Standard,1723,385,3980,4095,5,8,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00059,862,0187 Bute & Davie,0015 Granville & Georgia,365 Standard,1633,483,3950,4079,6,8,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00037,1134,0024 Hornby & Pender,0068 Cypress & Broadway,365 Standard,3998,1203,3513,3752,7,8,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00064,267,0089 Burrard & Drake,0024 Hornby & Pender,Archived Monthly Standard,1515,486,3802,3950,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00066,1248,0079 Nelson & Richards,0039 Helmcken & Burrard,365 Corporate Plus,675,255,3914,4026,7,6,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00067,591,0088 Harwood & Bute,0012 Dunsmuir & Richards,365 Corporate Plus,2213,730,3732,3877,7,8,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00068,1188,0047 Chilco & Beach,0108 Cypress & 1st,Archived Monthly Standard,3226,571,3926,4106,6,9,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00069,993,0187 Bute & Davie,0036 Bute & Robson,365 Day Founding Standard,606,163,3700,3821,6,6,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00070,491,0138 Richards & Helmcken,0012 Dunsmuir & Richards,365 Plus,1080,310,3955,4071,7,9,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00071,538,0092 Chilco & Barclay,0014 Canada Place,365 Standard,2909,672,3700,3905,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00072,804,0187 Bute & Davie,0014 Canada Place,VIP,1970,515,3829,3942,6,9,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00073,636,0060 Bidwell & Burnaby,0601 Olympic Village Station,365 Day Founding Plus,4696,1135,3903,4134,6,8,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00074,1541,0016 Pender & Burrard,0150 Alexander & Main,365 Standard,1819,574,3476,3758,7,8,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00075,1484,0092 Chilco & Barclay,0125 Hamilton & Robson,365 Standard,2742,903,3779,3953,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00076,399,0005 Dunsmuir & Beatty,0078 Nelson & Mainland,365 Day Founding Standard,951,357,3727,3868,6,6,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00077,846,0081 7th & Heather,0004 Yaletown-Roundhouse Station,365 Day Founding Plus,0,592,3389,3474,6,5,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00078,1078,0060 Bidwell & Burnaby,0001 10th & Cambie,365 Day Founding Plus,5280,1316,3860,4119,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00079,823,0132 14th & Ontario,0174 1st & Ontario,365 Standard,1572,449,3852,3982,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00080,501,0218 Carrall & Seawall,0174 1st & Ontario,Archived Monthly Standard,1043,285,3929,4134,6,6,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00081,989,0176 10th & Ontario,0026 Beatty & Robson,365 Day Founding Standard,2619,783,3895,4085,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00082,309,0132 14th & Ontario,0001 10th & Cambie,365 Standard,1161,271,3814,3935,6,8,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00083,503,0108 Cypress & 1st,0011 Ontario & Seawall,365 Day Founding Plus,3787,959,3766,3911,6,9,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00084,76,0187 Bute & Davie,0036 Bute & Robson,Archived Monthly Plus,626,172,3763,3876,6,8,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00085,65,0048 Comox & Broughton,0099 Vancouver Art Gallery - North Plaza,Archived Monthly Standard,1556,413,3800,3947,7,8,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00086,1181,0027 Beatty & Nelson,0119 3rd & Quebec,365 Corporate Plus,2583,1428,3980,4134,6,7,623,1
2018-02-01 8:00,2018-02-01 8:00,ID00087,1283,0032 Comox & Denman,0037 Hornby & Nelson,Archived Monthly Standard,1509,521,3948,4055,6,8,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00088,1106,0027 Beatty & Nelson,0601 Olympic Village Station,365 Standard,1445,401,3732,3897,6,8,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00089,187,0115 Cypress & 16th,0073 Ontario & 5th,365 Standard,4351,1043,3866,4066,6,9,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00090,93,0092 Chilco & Barclay,0055 Keefer & Columbia,Archived Monthly Standard,4996,1219,3516,3708,6,9,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00092,567,0092 Chilco & Barclay,0052 Cambie & Water,365 Standard,3706,876,3853,4095,6,8,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00093,777,0092 Chilco & Barclay,0008 8th & Ash,365 Corporate Plus,4143,977,3900,4108,7,9,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00094,177,0048 Comox & Broughton,0079 Nelson & Richards,365 Day Founding Plus,1425,318,3792,3900,5,7,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00095,1543,0048 Comox & Broughton,0024 Hornby & Pender,Archived Monthly Standard,1976,550,3856,4027,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00096,155,0187 Bute & Davie,0036 Bute & Robson,365 Plus,630,185,3835,3945,7,8,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00097,360,0036 Bute & Robson,0008 8th & Ash,365 Corporate Plus,3250,730,3634,3753,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00098,716,0176 10th & Ontario,0001 10th & Cambie,365 Corporate Plus,741,161,3855,3943,6,7,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00099,738,0066 Anderson & 2nd,0008 8th & Ash,365 Day Founding Standard,1923,534,3640,3823,6,5,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00100,45,0204 York & Yew,0005 Dunsmuir & Beatty,365 Standard,4163,990,3797,3977,6,8,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00101,49,0036 Bute & Robson,0196 Drake & Hornby,365 Standard,1376,418,3956,4135,6,7,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00026,1087,0088 Harwood & Bute,0196 Drake & Hornby,365 Standard,598,188,3735,3908,7,8,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00103,437,0212 Union & Gore,0017 Marinaside & Davie,365 Day Founding Standard,2029,723,3802,3945,5,7,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00104,206,0206 8th & Scotia,0167 Cordova & Columbia,Archived Monthly Standard,2448,622,3769,3913,6,8,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00105,1451,0031 Morton & Denman,0004 Yaletown-Roundhouse Station,365 Standard,3060,618,3942,4137,6,8,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00106,1288,0011 Ontario & Seawall,0012 Dunsmuir & Richards,365 Standard,2223,517,3964,4121,6,9,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00107,94,0050 Bute & Comox,0025 Homer & Robson,Archived Monthly Plus,0,918,3802,3898,7,6,0,0
2018-02-01 8:00,2018-02-01 8:00,ID00109,934,0040 Cardero & Davie,0040 Cardero & Davie,365 Plus,0,22,3660,3800,6,5,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00110,56,0070 10th & Granville,0024 Hornby & Pender,365 Day Founding Standard,4347,942,3837,4024,6,9,0,0
2018-02-01 8:00,2018-02-01 9:00,ID00111,344,0032 Comox & Denman,0024 Hornby & Pender,365 Day Founding Plus,2264,3496,3697,3827,6,5,2975,1
2018-02-01 8:00,2018-02-01 9:00,ID00112,736,0187 Bute & Davie,0025 Homer & Robson,365 Day Founding Standard,1752,464,3626,3732,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00113,139,0011 Ontario & Seawall,0171 5th & Yukon,90 Day,1774,488,3631,3766,7,9,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00114,935,0008 8th & Ash,0171 5th & Yukon,365 Plus,706,241,3774,3893,7,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00115,999,0159 Vine & 4th,0108 Cypress & 1st,Archived Monthly Standard,998,208,3793,3893,7,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00116,864,0048 Comox & Broughton,0073 Ontario & 5th,365 Plus,5556,1304,3877,4216,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00117,519,0050 Bute & Comox,0123 Georgia & Thurlow,365 Plus,718,264,3918,4019,5,6,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00109,1074,0040 Cardero & Davie,0008 8th & Ash,365 Plus,5135,1349,3823,4145,6,7,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00119,150,0083 Aquatic Centre,0041 Cardero & Robson,365 Plus,1784,631,3884,4050,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00120,645,0197 1st & Main,0197 1st & Main,365 Corporate Plus,0,17,3774,3872,6,3,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00120,645,0197 1st & Main,0024 Hornby & Pender,365 Corporate Plus,2971,838,3740,3979,6,5,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00122,615,0176 10th & Ontario,0011 Ontario & Seawall,365 Plus,1119,290,3748,3871,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00123,155,0036 Bute & Robson,0016 Pender & Burrard,365 Day Founding Plus,851,320,3850,3951,7,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00126,437,0017 Marinaside & Davie,0030 Abbott & Cordova,365 Day Founding Standard,1662,475,3853,3964,6,7,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00128,1510,0040 Cardero & Davie,0015 Granville & Georgia,365 Day Founding Standard,2113,476,3940,4090,6,9,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00130,1546,0032 Comox & Denman,0064 Expo & Smithe,365 Day Founding Standard,4474,862,3839,4067,6,9,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00131,1518,0205 Pine & 10th,0119 3rd & Quebec,90 Day,3898,1261,3660,3855,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00132,575,0005 Dunsmuir & Beatty,0024 Hornby & Pender,365 Standard,1033,340,3773,3860,7,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00137,667,0050 Bute & Comox,0196 Drake & Hornby,Archived Monthly Standard,1913,1139,3697,3848,6,6,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00138,1062,0132 14th & Ontario,0030 Abbott & Cordova,365 Day Founding Standard,3344,679,3689,3863,6,9,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00139,183,0050 Bute & Comox,0016 Pender & Burrard,Archived Monthly Standard,1214,379,3727,3850,6,6,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00142,209,0047 Chilco & Beach,0047 Chilco & Beach,90 Day,812,539,4001,4111,7,7,304,1
2018-02-01 9:00,2018-02-01 9:00,ID00144,1057,0106 Heather & 14th,0001 10th & Cambie,Archived Monthly Standard,798,238,3631,3761,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00146,1283,0037 Hornby & Nelson,0024 Hornby & Pender,Archived Monthly Plus,871,231,3929,4058,6,7,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00148,989,0026 Beatty & Robson,0002 Burrard Station,365 Standard,1488,630,3955,4098,7,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00149,1252,0137 Beach & Seymour,0005 Dunsmuir & Beatty,365 Corporate Standard,1925,592,3671,3813,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00150,1241,0005 Dunsmuir & Beatty,0002 Burrard Station,365 Standard,1139,242,3787,3897,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00017,801,0028 Davie & Beach,0167 Cordova & Columbia,Archived Monthly Standard,4143,1068,3800,4043,7,9,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00152,259,0089 Burrard & Drake,0008 8th & Ash,365 Standard,2956,689,3634,3850,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00153,272,0050 Bute & Comox,0002 Burrard Station,365 Standard,1253,267,3774,3914,7,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00154,1370,0109 7th & Arbutus,0015 Granville & Georgia,365 Day Founding Plus,3783,730,3856,4103,6,10,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00157,1309,0112 10th & Oak,0064 Expo & Smithe,365 Day Founding Standard,2493,787,3669,3835,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00163,494,0208 Arbutus Greenway & Broadway,0053 Keefer & Abbott,365 Day Founding Standard,5566,1157,3769,4029,7,9,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00164,391,0088 Harwood & Bute,0088 Harwood & Bute,VIP,0,25,3579,3656,7,6,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00165,447,0011 Ontario & Seawall,0055 Keefer & Columbia,365 Day Founding Standard,1041,291,3748,3993,5,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00166,1332,0166 Alder & 11th,0167 Cordova & Columbia,Archived Monthly Standard,4206,986,3827,4032,7,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00167,800,0048 Comox & Broughton,0019 Robson & Hornby,365 Corporate Plus,1302,327,3734,3848,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00168,49,0196 Drake & Hornby,0201 Shaw Tower,365 Plus,1962,593,4022,4175,7,9,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00169,1248,0039 Helmcken & Burrard,0005 Dunsmuir & Beatty,365 Day Founding Plus,1811,444,3926,4053,6,7,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00164,391,0088 Harwood & Bute,0099 Vancouver Art Gallery - North Plaza,VIP,1551,508,3563,3700,7,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00171,138,0140 Burrard & 7th,0017 Marinaside & Davie,365 Corporate Standard,3230,838,3890,4067,7,9,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00172,45,0005 Dunsmuir & Beatty,0026 Beatty & Robson,365 Day Founding Standard,428,150,3835,3940,6,7,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00174,1480,0082 Richards & Davie,0150 Alexander & Main,90 Day,2744,752,3787,3942,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00176,1521,0039 Helmcken & Burrard,0601 Olympic Village Station,365 Day Founding Standard,2458,615,3740,3885,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00177,418,0041 Cardero & Robson,0024 Hornby & Pender,Archived Monthly Plus,1470,547,3697,3897,6,6,0,0
2018-02-01 9:00,2018-02-01 10:00,ID00178,96,0033 Robson & Denman,0066 Anderson & 2nd,90 Day,4208,941,3885,4093,7,10,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00179,988,0130 Heather & 16th,0008 8th & Ash,Archived Monthly Standard,1010,235,3914,4018,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00180,1309,0064 Expo & Smithe,0037 Hornby & Nelson,24 Hour,1094,380,3637,3837,7,8,0,0
2018-02-01 9:00,2018-02-01 10:00,ID00181,944,0039 Helmcken & Burrard,0171 5th & Yukon,365 Day Founding Standard,2656,785,3407,3603,6,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00030,601,0050 Bute & Comox,0041 Cardero & Robson,Archived Monthly Plus,1053,200,3826,3953,7,8,0,0
2018-02-01 9:00,2018-02-01 9:00,ID00183,414,0011 Ontario & Seawall,0073 Ontario & 5th,365 Day Founding Standard,584,189,3816,3898,6,7,0,0
2018-02-01 9:00,2018-02-01 10:00,ID00184,35,0082 Richards & Davie,0129 Richards & Robson,365 Corporate Plus,677,255,3666,3784,6,7,0,0
2018-02-01 9:00,2018-02-01 10:00,ID00185,13,0082 Richards & Davie,0129 Richards & Robson,Archived Monthly Plus,673,254,3877,3980,6,7,0,0
2018-02-01 9:00,2018-02-01 10:00,ID00186,753,0206 8th & Scotia,0078 Nelson & Mainland,365 Standard,3138,712,3776,3947,6,8,0,0
2018-02-01 9:00,2018-02-01 10:00,ID00154,1370,0015 Granville & Georgia,0079 Nelson & Richards,365 Day Founding Plus,708,148,3950,4064,6,7,0,0
2018-02-01 9:00,2018-02-01 10:00,ID00188,1223,0027 Beatty & Nelson,0005 Dunsmuir & Beatty,365 Day Founding Standard,708,278,3808,3913,7,8,0,0
2018-02-01 9:00,2018-02-01 10:00,ID00189,75,0037 Hornby & Nelson,0165 Columbia & 4th,365 Corporate Standard,2695,622,3692,3852,7,9,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00190,1240,0166 Alder & 11th,0171 5th & Yukon,Archived Monthly Plus,2009,603,3750,3887,6,8,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00191,1291,0096 Nicola & Robson,0082 Richards & Davie,365 Day Founding Standard,1897,561,3481,3645,6,8,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00164,521,0088 Harwood & Bute,0204 York & Yew,VIP,2466,461,3898,4109,7,9,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00195,1202,0109 7th & Arbutus,0165 Columbia & 4th,Archived Monthly Standard,3387,789,3885,4064,6,9,0,0
2018-02-01 10:00,2018-02-01 10:00,ID00196,604,0053 Keefer & Abbott,0064 Expo & Smithe,Archived Monthly Plus,769,269,3587,3695,6,8,0,0
